"labels","vals"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs5_tail_ess","5032.56"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs5_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs6_median","0.82"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs6_lower","0.01"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs6_upper","1.86"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs6_bulk_ess","8852.47"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs6_tail_ess","4584.36"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs6_rhat","1"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs7_median","-0.82"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs7_lower","-1.86"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs7_upper","-0.01"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs7_bulk_ess","8852.47"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs7_tail_ess","4584.36"
"empirical_age_sex_comm_amplicon_fit_logit_prob_mi_coeffs7_rhat","1"
"empirical_age_sex_comm_amplicon_n_participant_visits","1,742"
"empirical_seq_fit_logit_prob_mi_baseline_median_percent","-277.22"
"empirical_seq_fit_logit_prob_mi_baseline_lower_percent","-299.27"
"empirical_seq_fit_logit_prob_mi_baseline_upper_percent","-253.01"
"empirical_seq_fit_logit_prob_mi_fpr_median_percent","-572.54"
"empirical_seq_fit_logit_prob_mi_fpr_lower_percent","-597.36"
"empirical_seq_fit_logit_prob_mi_fpr_upper_percent","-550.91"
"empirical_seq_fit_logit_prob_mi_fnr_median_percent","28.77"
"empirical_seq_fit_logit_prob_mi_fnr_lower_percent","10.81"
"empirical_seq_fit_logit_prob_mi_fnr_upper_percent","46.42"
"empirical_seq_fit_prob_mi_fpr_median_percent","0.33"
"empirical_seq_fit_prob_mi_fpr_lower_percent","0.25"
"empirical_seq_fit_prob_mi_fpr_upper_percent","0.4"
"empirical_seq_fit_prob_mi_fnr_median_percent","57.14"
"empirical_seq_fit_prob_mi_fnr_lower_percent","52.7"
"empirical_seq_fit_prob_mi_fnr_upper_percent","61.4"
"empirical_seq_fit_prob_mi_median_percent","6.07"
"empirical_seq_fit_prob_mi_lower_percent","4.75"
"empirical_seq_fit_prob_mi_upper_percent","7.42"
"empirical_seq_fit_prob_mi_median_percent_int","6"
"empirical_seq_fit_logit_prob_seq_baseline_median","1.21"
"empirical_seq_fit_logit_prob_seq_baseline_lower","1.14"
"empirical_seq_fit_logit_prob_seq_baseline_upper","1.29"
"empirical_seq_fit_logit_prob_seq_baseline_bulk_ess","784.08"
"empirical_seq_fit_logit_prob_seq_baseline_tail_ess","1779.86"
"empirical_seq_fit_logit_prob_seq_baseline_rhat","1"
"empirical_seq_fit_logit_prob_seq_coeffs1_median","-1.21"
"empirical_seq_fit_logit_prob_seq_coeffs1_lower","-1.29"
"empirical_seq_fit_logit_prob_seq_coeffs1_upper","-1.13"
"empirical_seq_fit_logit_prob_seq_coeffs1_bulk_ess","669.69"
"empirical_seq_fit_logit_prob_seq_coeffs1_tail_ess","1728.68"
"empirical_seq_fit_logit_prob_seq_coeffs1_rhat","1.01"
"empirical_seq_fit_logit_prob_seq_coeffs2_median","1.21"
"empirical_seq_fit_logit_prob_seq_coeffs2_lower","1.13"
"empirical_seq_fit_logit_prob_seq_coeffs2_upper","1.29"
"empirical_seq_fit_logit_prob_seq_coeffs2_bulk_ess","669.69"
"empirical_seq_fit_logit_prob_seq_coeffs2_tail_ess","1728.68"
"empirical_seq_fit_logit_prob_seq_coeffs2_rhat","1.01"
"empirical_seq_fit_logit_prob_seq_coeffs3_median","1.19"
"empirical_seq_fit_logit_prob_seq_coeffs3_lower","1.11"
"empirical_seq_fit_logit_prob_seq_coeffs3_upper","1.28"
"empirical_seq_fit_logit_prob_seq_coeffs3_bulk_ess","611.57"
"empirical_seq_fit_logit_prob_seq_coeffs3_tail_ess","1363.09"
"empirical_seq_fit_logit_prob_seq_coeffs3_rhat","1"
"empirical_seq_fit_logit_prob_seq_coeffs4_median","-0.27"
"empirical_seq_fit_logit_prob_seq_coeffs4_lower","-0.35"
"empirical_seq_fit_logit_prob_seq_coeffs4_upper","-0.2"
"empirical_seq_fit_logit_prob_seq_coeffs4_bulk_ess","794.75"
"empirical_seq_fit_logit_prob_seq_coeffs4_tail_ess","1350.48"
"empirical_seq_fit_logit_prob_seq_coeffs4_rhat","1"
"empirical_seq_fit_logit_prob_seq_coeffs5_median","0.27"
"empirical_seq_fit_logit_prob_seq_coeffs5_lower","0.2"
"empirical_seq_fit_logit_prob_seq_coeffs5_upper","0.35"
"empirical_seq_fit_logit_prob_seq_coeffs5_bulk_ess","794.75"
"empirical_seq_fit_logit_prob_seq_coeffs5_tail_ess","1350.48"
"empirical_seq_fit_logit_prob_seq_coeffs5_rhat","1"
"empirical_seq_fit_logit_prob_seq_ind_sd_median","1.52"
"empirical_seq_fit_logit_prob_seq_ind_sd_lower","1.46"
"empirical_seq_fit_logit_prob_seq_ind_sd_upper","1.59"
"empirical_seq_fit_logit_prob_seq_ind_sd_bulk_ess","2846.06"
"empirical_seq_fit_logit_prob_seq_ind_sd_tail_ess","4329.07"
"empirical_seq_fit_logit_prob_seq_ind_sd_rhat","1"
"empirical_seq_fit_logit_prob_mi_baseline_median","-2.77"
"empirical_seq_fit_logit_prob_mi_baseline_lower","-2.99"
"empirical_seq_fit_logit_prob_mi_baseline_upper","-2.53"
"empirical_seq_fit_logit_prob_mi_baseline_bulk_ess","4117.15"
"empirical_seq_fit_logit_prob_mi_baseline_tail_ess","4922.89"
"empirical_seq_fit_logit_prob_mi_baseline_rhat","1"
"empirical_seq_fit_logit_prob_mi_fpr_median","-5.73"
"empirical_seq_fit_logit_prob_mi_fpr_lower","-5.97"
"empirical_seq_fit_logit_prob_mi_fpr_upper","-5.51"
"empirical_seq_fit_logit_prob_mi_fpr_bulk_ess","3017.4"
"empirical_seq_fit_logit_prob_mi_fpr_tail_ess","4579.35"
"empirical_seq_fit_logit_prob_mi_fpr_rhat","1"
"empirical_seq_fit_logit_prob_mi_fnr_median","0.29"
"empirical_seq_fit_logit_prob_mi_fnr_lower","0.11"
"empirical_seq_fit_logit_prob_mi_fnr_upper","0.46"
"empirical_seq_fit_logit_prob_mi_fnr_bulk_ess","2899.52"
"empirical_seq_fit_logit_prob_mi_fnr_tail_ess","5113.97"
"empirical_seq_fit_logit_prob_mi_fnr_rhat","1"
"empirical_seq_fit_logit_prob_mi_coeffs1_median","0.23"
"empirical_seq_fit_logit_prob_mi_coeffs1_lower","0.02"
"empirical_seq_fit_logit_prob_mi_coeffs1_upper","0.46"
"empirical_seq_fit_logit_prob_mi_coeffs1_bulk_ess","6679.26"
"empirical_seq_fit_logit_prob_mi_coeffs1_tail_ess","5445.09"
"empirical_seq_fit_logit_prob_mi_coeffs1_rhat","1"
"empirical_seq_fit_logit_prob_mi_coeffs2_median","-0.23"
"empirical_seq_fit_logit_prob_mi_coeffs2_lower","-0.46"
"empirical_seq_fit_logit_prob_mi_coeffs2_upper","-0.02"
"empirical_seq_fit_logit_prob_mi_coeffs2_bulk_ess","6679.26"
"empirical_seq_fit_logit_prob_mi_coeffs2_tail_ess","5445.09"
"empirical_seq_fit_logit_prob_mi_coeffs2_rhat","1"
"empirical_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_median","0.64"
"empirical_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_lower","0.4"
"empirical_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_upper","0.94"
"empirical_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_bulk_ess","6665.65"
"empirical_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_tail_ess","5377.32"
"empirical_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_rhat","1"
"empirical_seq_n_participant_visits","2,029"
"empirical_comm_seq_fit_logit_prob_mi_baseline_median_percent","-294.45"
"empirical_comm_seq_fit_logit_prob_mi_baseline_lower_percent","-322.03"
"empirical_comm_seq_fit_logit_prob_mi_baseline_upper_percent","-265.99"
"empirical_comm_seq_fit_logit_prob_mi_fpr_median_percent","-573.38"
"empirical_comm_seq_fit_logit_prob_mi_fpr_lower_percent","-596.48"
"empirical_comm_seq_fit_logit_prob_mi_fpr_upper_percent","-550.3"
"empirical_comm_seq_fit_logit_prob_mi_fnr_median_percent","30.27"
"empirical_comm_seq_fit_logit_prob_mi_fnr_lower_percent","12.12"
"empirical_comm_seq_fit_logit_prob_mi_fnr_upper_percent","47.37"
"empirical_comm_seq_fit_prob_mi_fpr_median_percent","0.32"
"empirical_comm_seq_fit_prob_mi_fpr_lower_percent","0.25"
"empirical_comm_seq_fit_prob_mi_fpr_upper_percent","0.4"
"empirical_comm_seq_fit_prob_mi_fnr_median_percent","57.51"
"empirical_comm_seq_fit_prob_mi_fnr_lower_percent","53.27"
"empirical_comm_seq_fit_prob_mi_fnr_upper_percent","61.86"
"empirical_comm_seq_fit_prob_mi_median_percent","6.07"
"empirical_comm_seq_fit_prob_mi_lower_percent","4.79"
"empirical_comm_seq_fit_prob_mi_upper_percent","7.45"
"empirical_comm_seq_fit_prob_mi_median_percent_int","6"
"empirical_comm_seq_fit_logit_prob_seq_baseline_median","1.21"
"empirical_comm_seq_fit_logit_prob_seq_baseline_lower","1.14"
"empirical_comm_seq_fit_logit_prob_seq_baseline_upper","1.29"
"empirical_comm_seq_fit_logit_prob_seq_baseline_bulk_ess","1014.37"
"empirical_comm_seq_fit_logit_prob_seq_baseline_tail_ess","1840.94"
"empirical_comm_seq_fit_logit_prob_seq_baseline_rhat","1"
"empirical_comm_seq_fit_logit_prob_seq_coeffs1_median","-1.21"
"empirical_comm_seq_fit_logit_prob_seq_coeffs1_lower","-1.29"
"empirical_comm_seq_fit_logit_prob_seq_coeffs1_upper","-1.13"
"empirical_comm_seq_fit_logit_prob_seq_coeffs1_bulk_ess","869.84"
"empirical_comm_seq_fit_logit_prob_seq_coeffs1_tail_ess","1256.69"
"empirical_comm_seq_fit_logit_prob_seq_coeffs1_rhat","1"
"empirical_comm_seq_fit_logit_prob_seq_coeffs2_median","1.21"
"empirical_comm_seq_fit_logit_prob_seq_coeffs2_lower","1.13"
"empirical_comm_seq_fit_logit_prob_seq_coeffs2_upper","1.29"
"empirical_comm_seq_fit_logit_prob_seq_coeffs2_bulk_ess","869.84"
"empirical_comm_seq_fit_logit_prob_seq_coeffs2_tail_ess","1256.69"
"empirical_comm_seq_fit_logit_prob_seq_coeffs2_rhat","1"
"empirical_comm_seq_fit_logit_prob_seq_coeffs3_median","1.19"
"empirical_comm_seq_fit_logit_prob_seq_coeffs3_lower","1.11"
"empirical_comm_seq_fit_logit_prob_seq_coeffs3_upper","1.27"
"empirical_comm_seq_fit_logit_prob_seq_coeffs3_bulk_ess","955.33"
"empirical_comm_seq_fit_logit_prob_seq_coeffs3_tail_ess","2001.4"
"empirical_comm_seq_fit_logit_prob_seq_coeffs3_rhat","1"
"empirical_comm_seq_fit_logit_prob_seq_coeffs4_median","-0.27"
"empirical_comm_seq_fit_logit_prob_seq_coeffs4_lower","-0.35"
"empirical_comm_seq_fit_logit_prob_seq_coeffs4_upper","-0.2"
"empirical_comm_seq_fit_logit_prob_seq_coeffs4_bulk_ess","956.01"
"empirical_comm_seq_fit_logit_prob_seq_coeffs4_tail_ess","2054.49"
"empirical_comm_seq_fit_logit_prob_seq_coeffs4_rhat","1"
"empirical_comm_seq_fit_logit_prob_seq_coeffs5_median","0.27"
"empirical_comm_seq_fit_logit_prob_seq_coeffs5_lower","0.2"
"empirical_comm_seq_fit_logit_prob_seq_coeffs5_upper","0.35"
"empirical_comm_seq_fit_logit_prob_seq_coeffs5_bulk_ess","956.01"
"empirical_comm_seq_fit_logit_prob_seq_coeffs5_tail_ess","2054.49"
"empirical_comm_seq_fit_logit_prob_seq_coeffs5_rhat","1"
"empirical_comm_seq_fit_logit_prob_seq_ind_sd_median","1.52"
"empirical_comm_seq_fit_logit_prob_seq_ind_sd_lower","1.45"
"empirical_comm_seq_fit_logit_prob_seq_ind_sd_upper","1.58"
"empirical_comm_seq_fit_logit_prob_seq_ind_sd_bulk_ess","2717.44"
"empirical_comm_seq_fit_logit_prob_seq_ind_sd_tail_ess","4514.42"
"empirical_comm_seq_fit_logit_prob_seq_ind_sd_rhat","1"
"empirical_comm_seq_fit_logit_prob_mi_baseline_median","-2.94"
"empirical_comm_seq_fit_logit_prob_mi_baseline_lower","-3.22"
"empirical_comm_seq_fit_logit_prob_mi_baseline_upper","-2.66"
"empirical_comm_seq_fit_logit_prob_mi_baseline_bulk_ess","4147.97"
"empirical_comm_seq_fit_logit_prob_mi_baseline_tail_ess","5141.96"
"empirical_comm_seq_fit_logit_prob_mi_baseline_rhat","1"
"empirical_comm_seq_fit_logit_prob_mi_fpr_median","-5.73"
"empirical_comm_seq_fit_logit_prob_mi_fpr_lower","-5.96"
"empirical_comm_seq_fit_logit_prob_mi_fpr_upper","-5.5"
"empirical_comm_seq_fit_logit_prob_mi_fpr_bulk_ess","3567.6"
"empirical_comm_seq_fit_logit_prob_mi_fpr_tail_ess","4924.73"
"empirical_comm_seq_fit_logit_prob_mi_fpr_rhat","1"
"empirical_comm_seq_fit_logit_prob_mi_fnr_median","0.3"
"empirical_comm_seq_fit_logit_prob_mi_fnr_lower","0.12"
"empirical_comm_seq_fit_logit_prob_mi_fnr_upper","0.47"
"empirical_comm_seq_fit_logit_prob_mi_fnr_bulk_ess","3592.02"
"empirical_comm_seq_fit_logit_prob_mi_fnr_tail_ess","4732.85"
"empirical_comm_seq_fit_logit_prob_mi_fnr_rhat","1"
"empirical_comm_seq_fit_logit_prob_mi_coeffs1_median","0.41"
"empirical_comm_seq_fit_logit_prob_mi_coeffs1_lower","0.14"
"empirical_comm_seq_fit_logit_prob_mi_coeffs1_upper","0.69"
"empirical_comm_seq_fit_logit_prob_mi_coeffs1_bulk_ess","5017.48"
"empirical_comm_seq_fit_logit_prob_mi_coeffs1_tail_ess","5234.63"
"empirical_comm_seq_fit_logit_prob_mi_coeffs1_rhat","1"
"empirical_comm_seq_fit_logit_prob_mi_coeffs2_median","-0.41"
"empirical_comm_seq_fit_logit_prob_mi_coeffs2_lower","-0.69"
"empirical_comm_seq_fit_logit_prob_mi_coeffs2_upper","-0.14"
"empirical_comm_seq_fit_logit_prob_mi_coeffs2_bulk_ess","5017.48"
"empirical_comm_seq_fit_logit_prob_mi_coeffs2_tail_ess","5234.63"
"empirical_comm_seq_fit_logit_prob_mi_coeffs2_rhat","1"
"empirical_comm_seq_fit_logit_prob_mi_coeffs3_median","0.14"
"empirical_comm_seq_fit_logit_prob_mi_coeffs3_lower","-0.08"
"empirical_comm_seq_fit_logit_prob_mi_coeffs3_upper","0.37"
"empirical_comm_seq_fit_logit_prob_mi_coeffs3_bulk_ess","6583.04"
"empirical_comm_seq_fit_logit_prob_mi_coeffs3_tail_ess","6017.95"
"empirical_comm_seq_fit_logit_prob_mi_coeffs3_rhat","1"
"empirical_comm_seq_fit_logit_prob_mi_coeffs4_median","-0.14"
"empirical_comm_seq_fit_logit_prob_mi_coeffs4_lower","-0.37"
"empirical_comm_seq_fit_logit_prob_mi_coeffs4_upper","0.08"
"empirical_comm_seq_fit_logit_prob_mi_coeffs4_bulk_ess","6583.04"
"empirical_comm_seq_fit_logit_prob_mi_coeffs4_tail_ess","6017.95"
"empirical_comm_seq_fit_logit_prob_mi_coeffs4_rhat","1"
"empirical_comm_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_median","0.77"
"empirical_comm_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_lower","0.48"
"empirical_comm_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_upper","1.12"
"empirical_comm_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_bulk_ess","6598.79"
"empirical_comm_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_tail_ess","6053.9"
"empirical_comm_seq_fit_multivar_rr_mi_sequencing_technology=='bait_capture':sequencing_technology=='amplicon'_rhat","1"
"empirical_comm_seq_n_participant_visits","2,029"
"empirical_sexpever_men_fit_logit_prob_mi_baseline_median_percent","-282.42"
"empirical_sexpever_men_fit_logit_prob_mi_baseline_lower_percent","-319.13"
"empirical_sexpever_men_fit_logit_prob_mi_baseline_upper_percent","-245.2"
"empirical_sexpever_men_fit_logit_prob_mi_fpr_median_percent","-592.02"
"empirical_sexpever_men_fit_logit_prob_mi_fpr_lower_percent","-624.79"
"empirical_sexpever_men_fit_logit_prob_mi_fpr_upper_percent","-558.32"
"empirical_sexpever_men_fit_logit_prob_mi_fnr_median_percent","51.12"
"empirical_sexpever_men_fit_logit_prob_mi_fnr_lower_percent","32.84"
"empirical_sexpever_men_fit_logit_prob_mi_fnr_upper_percent","68.61"
"empirical_sexpever_men_fit_prob_mi_fpr_median_percent","0.27"
"empirical_sexpever_men_fit_prob_mi_fpr_lower_percent","0.19"
"empirical_sexpever_men_fit_prob_mi_fpr_upper_percent","0.36"
"empirical_sexpever_men_fit_prob_mi_fnr_median_percent","62.51"
"empirical_sexpever_men_fit_prob_mi_fnr_lower_percent","58.22"
"empirical_sexpever_men_fit_prob_mi_fnr_upper_percent","66.59"
"empirical_sexpever_men_fit_prob_mi_median_percent","7.12"
"empirical_sexpever_men_fit_prob_mi_lower_percent","4.59"
"empirical_sexpever_men_fit_prob_mi_upper_percent","10.32"
"empirical_sexpever_men_fit_prob_mi_median_percent_int","7"
"empirical_sexpever_men_fit_logit_prob_seq_baseline_median","1.43"
"empirical_sexpever_men_fit_logit_prob_seq_baseline_lower","1.31"
"empirical_sexpever_men_fit_logit_prob_seq_baseline_upper","1.55"
"empirical_sexpever_men_fit_logit_prob_seq_baseline_bulk_ess","681.22"
"empirical_sexpever_men_fit_logit_prob_seq_baseline_tail_ess","1862.36"
"empirical_sexpever_men_fit_logit_prob_seq_baseline_rhat","1"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs1_median","-1.26"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs1_lower","-1.37"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs1_upper","-1.15"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs1_bulk_ess","491.8"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs1_tail_ess","1169.81"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs1_rhat","1"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs2_median","1.26"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs2_lower","1.15"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs2_upper","1.37"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs2_bulk_ess","491.8"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs2_tail_ess","1169.81"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs2_rhat","1"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs3_median","1.17"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs3_lower","1.05"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs3_upper","1.3"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs3_bulk_ess","843.93"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs3_tail_ess","1877.54"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs3_rhat","1"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs4_median","-0.23"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs4_lower","-0.35"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs4_upper","-0.12"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs4_bulk_ess","921.03"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs4_tail_ess","1843.7"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs4_rhat","1"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs5_median","0.23"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs5_lower","0.12"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs5_upper","0.35"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs5_bulk_ess","921.03"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs5_tail_ess","1843.7"
"empirical_sexpever_men_fit_logit_prob_seq_coeffs5_rhat","1"
"empirical_sexpever_men_fit_logit_prob_seq_ind_sd_median","1.57"
"empirical_sexpever_men_fit_logit_prob_seq_ind_sd_lower","1.47"
"empirical_sexpever_men_fit_logit_prob_seq_ind_sd_upper","1.67"
"empirical_sexpever_men_fit_logit_prob_seq_ind_sd_bulk_ess","2883.91"
"empirical_sexpever_men_fit_logit_prob_seq_ind_sd_tail_ess","4888.79"
"empirical_sexpever_men_fit_logit_prob_seq_ind_sd_rhat","1"
"empirical_sexpever_men_fit_logit_prob_mi_baseline_median","-2.82"
"empirical_sexpever_men_fit_logit_prob_mi_baseline_lower","-3.19"
"empirical_sexpever_men_fit_logit_prob_mi_baseline_upper","-2.45"
"empirical_sexpever_men_fit_logit_prob_mi_baseline_bulk_ess","4867.72"
"empirical_sexpever_men_fit_logit_prob_mi_baseline_tail_ess","5010.61"
"empirical_sexpever_men_fit_logit_prob_mi_baseline_rhat","1"
"empirical_sexpever_men_fit_logit_prob_mi_fpr_median","-5.92"
"empirical_sexpever_men_fit_logit_prob_mi_fpr_lower","-6.25"
"empirical_sexpever_men_fit_logit_prob_mi_fpr_upper","-5.58"
"empirical_sexpever_men_fit_logit_prob_mi_fpr_bulk_ess","4781.63"
"empirical_sexpever_men_fit_logit_prob_mi_fpr_tail_ess","5538.94"
"empirical_sexpever_men_fit_logit_prob_mi_fpr_rhat","1"
"empirical_sexpever_men_fit_logit_prob_mi_fnr_median","0.51"
"empirical_sexpever_men_fit_logit_prob_mi_fnr_lower","0.33"
"empirical_sexpever_men_fit_logit_prob_mi_fnr_upper","0.69"
"empirical_sexpever_men_fit_logit_prob_mi_fnr_bulk_ess","5497.3"
"empirical_sexpever_men_fit_logit_prob_mi_fnr_tail_ess","5954.7"
"empirical_sexpever_men_fit_logit_prob_mi_fnr_rhat","1"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs1_median","0.43"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs1_lower","0.08"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs1_upper","0.79"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs1_bulk_ess","5758.71"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs1_tail_ess","5376.2"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs1_rhat","1"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs2_median","-0.43"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs2_lower","-0.79"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs2_upper","-0.08"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs2_bulk_ess","5758.71"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs2_tail_ess","5376.2"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs2_rhat","1"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs3_median","0.02"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs3_lower","-0.04"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs3_upper","0.06"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs3_bulk_ess","1697.61"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs3_tail_ess","3204.27"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs3_rhat","1"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs4_median","0.02"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs4_lower","-0.03"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs4_upper","0.08"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs4_bulk_ess","1699.29"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs4_tail_ess","2152.46"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs4_rhat","1"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs5_median","-0.02"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs5_lower","-0.08"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs5_upper","0.03"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs5_bulk_ess","1699.29"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs5_tail_ess","2152.46"
"empirical_sexpever_men_fit_logit_prob_mi_coeffs5_rhat","1"
"empirical_sexpever_men_n_participant_visits","997"
"empirical_sexpever_men_complete_fit_logit_prob_mi_baseline_median_percent","-296.54"
"empirical_sexpever_men_complete_fit_logit_prob_mi_baseline_lower_percent","-364.53"
"empirical_sexpever_men_complete_fit_logit_prob_mi_baseline_upper_percent","-240.71"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fpr_median_percent","-584.45"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fpr_lower_percent","-634.49"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fpr_upper_percent","-536.61"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fnr_median_percent","73.48"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fnr_lower_percent","41.22"
"empirical_sexpever_men_complete_fit_logit_prob_mi_fnr_upper_percent","102.4"
"empirical_sexpever_men_complete_fit_prob_mi_fpr_median_percent","0.29"
"empirical_sexpever_men_complete_fit_prob_mi_fpr_lower_percent","0.16"
"empirical_sexpever_men_complete_fit_prob_mi_fpr_upper_percent","0.44"
"empirical_sexpever_men_complete_fit_prob_mi_fnr_median_percent","67.59"
"empirical_sexpever_men_complete_fit_prob_mi_fnr_lower_percent","60.81"
"empirical_sexpever_men_complete_fit_prob_mi_fnr_upper_percent","74.16"
"empirical_sexpever_men_complete_fit_prob_mi_median_percent","7.75"
"empirical_sexpever_men_complete_fit_prob_mi_lower_percent","5.2"
"empirical_sexpever_men_complete_fit_prob_mi_upper_percent","10.84"
"empirical_sexpever_men_complete_fit_prob_mi_median_percent_int","8"
"empirical_sexpever_men_complete_fit_logit_prob_seq_baseline_median","1.29"
"empirical_sexpever_men_complete_fit_logit_prob_seq_baseline_lower","1.14"
"empirical_sexpever_men_complete_fit_logit_prob_seq_baseline_upper","1.44"
"empirical_sexpever_men_complete_fit_logit_prob_seq_baseline_bulk_ess","953.75"
"empirical_sexpever_men_complete_fit_logit_prob_seq_baseline_tail_ess","1710.24"
"empirical_sexpever_men_complete_fit_logit_prob_seq_baseline_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs1_median","-1.09"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs1_lower","-1.24"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs1_upper","-0.94"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs1_bulk_ess","844.8"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs1_tail_ess","1972.12"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs1_rhat","1"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs2_median","1.09"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs2_lower","0.94"
"empirical_sexpever_men_complete_fit_logit_prob_seq_coeffs2_upper","1.24"
