name	median	lower	upper	bulk_ess	tail_ess	rhat	idx	id
logit_prob_seq_ind[420]	0.09514834999999999	-0.665108	0.885525	8591.71699116473	5033.104581491548	0.9998906903297357	420	420
logit_prob_seq_ind[421]	0.6863225	-0.50782	1.98549	10485.549413826922	5007.755203237617	1.0012456421681435	421	421
logit_prob_seq_ind[422]	1.057395	0.188538	2.09116	11938.421481395346	4910.355423506324	0.9999235181119942	422	422
logit_prob_seq_ind[423]	0.47844149999999996	-1.01395	2.12252	11991.475810960204	5281.138991479546	0.9999722995060601	423	423
logit_prob_seq_ind[424]	-0.41222650000000005	-1.30436	0.51762300000000006	13105.017848301715	5182.780457635459	1.0001845903632443	424	424
logit_prob_seq_ind[425]	-0.6016874999999999	-1.31015	0.117871	10799.122662882513	5263.5651050514725	1.0001105497637055	425	425
logit_prob_seq_ind[426]	0.28403999999999996	-0.995104	1.69072	12743.47911564799	5073.595312381821	1.0002341113077473	426	426
logit_prob_seq_ind[427]	1.133135	-0.157386	2.47735	10541.78948244416	5508.537293025416	1.000468097352331	427	427
logit_prob_seq_ind[428]	1.0051800000000002	-0.123966	2.24294	12088.317256892164	4489.0712336304405	1.0001076686865418	428	428
logit_prob_seq_ind[429]	0.0576558	-1.94209	1.92329	12673.775845897899	5362.123492575962	0.9999333666792407	429	429
logit_prob_seq_ind[42]	-0.5447865	-1.28297	0.182425	11400.106589773337	4709.4939004094795	1.001198694360915	42	42
logit_prob_seq_ind[430]	0.354595	-0.410976	1.21615	10336.521353448261	4951.50346811358	1.0000029079355617	430	430
logit_prob_seq_ind[431]	-0.34802049999999995	-1.0897	0.376255	10792.684118364066	5046.646034888	0.9998909193427501	431	431
logit_prob_seq_ind[432]	-0.8630665	-1.92163	0.115338	10045.257274823467	5343.246438473677	0.9999545593911175	432	432
logit_prob_seq_ind[433]	-1.10081	-1.81347	-0.306945	11275.104851870965	4933.923607379289	1.0000477070680642	433	433
logit_prob_seq_ind[434]	0.49065400000000003	-1.05537	2.18005	10272.931716111867	4906.18937229716	1.000109927020462	434	434
logit_prob_seq_ind[435]	-0.1086535	-1.33095	0.949648	11388.683762809143	5462.734318601267	0.9998841406135911	435	435
logit_prob_seq_ind[436]	0.528697	-0.410645	1.5612	11427.805670182155	5143.669468292833	1.0002299672027455	436	436
logit_prob_seq_ind[437]	0.2750285	-0.444189	0.970203	12752.482806191232	5216.463986047176	0.9999976653274798	437	437
logit_prob_seq_ind[438]	0.18981150000000002	-1.49357	2.01566	12280.285954288003	5108.130490612313	0.999881933742891	438	438
logit_prob_seq_ind[439]	0.228879	-1.42588	2.02502	8755.383232640535	4759.783223951201	0.9999722931106524	439	439
logit_prob_seq_ind[43]	-0.0333528	-1.4399	1.41236	11536.325505568286	5115.993932355069	0.9999331301250722	43	43
logit_prob_seq_ind[440]	-0.00357416	-1.13816	1.22363	10778.864063466342	4418.744349023251	1.0001725709410636	440	440
logit_prob_seq_ind[441]	0.219089	-1.44076	2.13645	9647.926572742303	5627.698335891627	1.000302502061346	441	441
